text,category,target,source
ইফফাত জাহান চৈতি ♦️আমি বঞ্চিত নারী ♦️আমি বনচিতো নারি ♦️ এ পোস্ট করেছেন,social,5,real
"service: বিদ্যুৎ বিল (DPDC) · event: অর্ডার শিপড · amount: ৳ ৩,৪৯৯ · date: ০৯ ডিসেম্বর

স্বাগতম দয়া করে আমাকে অ্যারেনজ করুন আমার বিদ্যুৎ বিল DPDC ফেসবুক অ্যাকাউন্টের 3,499 টাকা অর্ডারটি।

আ",updates,2,synthetic
"আপনাকে এই মেইলটি পাঠানো হয়েছে কারন আমরা ""Microsoft Service Agreement"" আপডেট করেছি। নতুন ফিচার ব্যাবহার করার জন্য app টি আপডেট করুন ।",updates,2,real
জন্য আপনার সিট বরাদ্দ করা হয়েছে । বাংলাদেশ টুর গ্রুপের সাথে থাকার জন্য ধন্যবাদ,promotions,4,real
দারাজ অ্যাপ থেকে বাচ্চাদের খেলনা  কিনলে ৫০% ছাড় ।,promotions,4,real
"ভর্তি ফলাফলের জন্য নির্ধারিত তারিখে উপস্থিত হন

topic: ভর্তি / পরীক্ষার ফলাফল
org: NBR
action: নির্ধারিত তারিখে উপস্থিত হন",important,3,synthetic
রনি নতুন ফলোয়ার করেছেন টিকটক প্লেটাফার্মে।,social,5,synthetic
"স্ট্রিমিং চলুক ননস্টপ দেশজুড়ে 4G নেটওয়ার্কে, স্ট্রিমিং চলুক ননস্টপ! এখনই আকর্ষণীয় ইন্টারনেট প্যাক কিনতে ক্লিক",primary,0,real
"প্রফাইল এবং বৃদ্ধি পেয়েছেন, Bata জুটির খুব গুরুত্বপূর্ণ কালেকশন ৩০% পর্যন্ত ছাড় প্রদান করছি, শুধুমাত্র আগামি সপ্তাহে।

এইভাবেই গুরুত্বপূ",promotions,4,synthetic
"ব্যাংক থেকে বিকাশ-এ ৩,০০০টাকা অ্যাড মানি-তে ১০০টাকা বোনাস! TCA",primary,0,real
🎂 রিফাত খান ও মেহেদী হাসান অনিকের আজ জন্মদিন,social,5,real
এই অ্যাপটিতে ত্বকের জন্য অনেক সেরা পণ্য রয়েছে,spam,1,real
"একবার আপনার স্থান ফুরিয়ে গেলে, আপনি Gmail এ ইমেল পাঠাতে বা গ্রহণ করতে পারবেন না। পরিষেবাতে কোনও বাধা এড়াতে, Google One মেম্বারশিপের মাধ্যমে আরও স্টোরেজ পান।",important,3,real
অফার! অফার! অফার! আমাদের মোবাইল এপ থেকে পণ্য কিনলেই পাবেন সর্বোচ্চ ৫০% পর্যন্ত ছাড় ।,primary,0,real
সাজগোজ অ্যাপস পণ্য কেনার নতুন মাধ্যম,promotions,4,real
আপনার অ্যাকাউন্টের শীঘ্রই মাল্টি-ফ্যাক্টর প্রমাণীকরণের প্রয়োজন হবে,important,3,real
আপনার পুজোর প্রয়োজনীয় জিনিসগুলিতে 15% পর্যন্ত ছাড়!,updates,2,real
আবেদন করার জন্য ধন্যবাদ  বিস্তারিত জানতে নিচের লিঙ্কে ক্লিক করুন! to.foodpanda.com/a/lkrcwqa,updates,2,real
"service: Foodpanda · event: পাসওয়ার্ড পরিবর্তিত · amount: ১,২৫০ টাকা · date: ১২ জুন

আপনার অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তিত হয়েছে। এটি উদ্ভট রেসিপিটোরি, এবং অন্যান্য কম্যুনিকেশনে ব্যবহার",updates,2,synthetic
*৬# ডায়াল করলেই পাবেন ঈদের আকর্ষণীয় ইন্টারনেট অফার।,promotions,4,real
"আমার পাসপোর্ট অপসারণের জন্য নোটিশ

org: পাসপোর্ট অধিদপ্তর

action: আমি আশা করি, আমার বিবেচনা, আমার পক্ষে এই অপসারণের জন্য ৩০ দিনকালের সময়করী, ১৫-ইঞ্চি-ওয়ালা, ২য়ইউইল নম্বরের, ২০১৯-এরজন্মকালীন, পাসপোর্টটির প্রদত্তেশ্বর (অফিস) -এ",important,3,synthetic
"platform: Twitter (X) · action: একটি কমেন্ট · who: রনি

রনি, আমি আপনার ফেস্বুক পৃষ্ঠা এবং ইউটিউব যুক্তত",social,5,synthetic
"হ্যালো, রবিউল! আমরা আপনার Zlibrary পাসওয়ার্ড রিসেট করার জন্য একটি অনুরোধ পেয়েছি। পাসওয়ার্ড পরিবর্তন করতে এই লিঙ্কটি ব্যবহার করুন",primary,0,real
"দেশজুড়ে নির্দিষ্ট রেস্টুরেন্টে নগদ পেমেন্টে ২০% পর্যন্ত ক্যাশব্যাক। অফারটি চলবে ১৬ জুলাই, ২০২২ পর্যন্ত",promotions,4,real
এই ঈদে আপনার এবং আপনার পরিবারের সুরক্ষায় মাস্ক পরিধান করুন-- জনস্বার্থে রবি,promotions,4,real
নতুন নিবন্ধ সানজিদা তৈরি করুন,primary,0,real
আপনি ৫০০ টাকা জিতেছেন। @##^*&(*)($#$$,spam,1,real
"platform: ফেসবুক · action: আপনাকে মেনশন · who: 'Barishal University Students' গ্রুপ

মজুমদার স্যার, আজ একটি বড় খবর! 🎉",social,5,synthetic
"এমডি মিজানুর রহমান ""ব্যাচেলর জীবন"" গ্রুপে একটি বার্তা পাঠান। এবি, এমডিসহ আরও ৮ জন রয়েছেন এই দলে",social,5,real
প্রি-পেমেন্টে পাচ্ছেন অতিরিক্ত ১০% ডিসকাউন্ট,updates,2,real
আম্মু মারজিয়া তোমাকে মেসেজ পাঠিয়েছে।,social,5,real
এখন ভেরিফিকেশন টু স্টেপ ভেরিফিকেশন পদ্ধতিটি যুক্ত হয়েছে।,promotions,4,real
"Star Cineplex নিউজলেটার লাইনো,

আপনার ছাড়-তুলনা মুহূর্ত! Star Cineplex আপনার পরিচয়-পত্রের উপর প্রতিক্রিয়া করলেই ১০% ছাড়ে। আজই Star Cineplexে অংকন করুন।

দেখতেই হবে!
#",promotions,4,synthetic
"একজন সহকর্মী আপনার যে গ্রুপে এমন নতুন পোস্ট করেছেন, সেইটা কেবলমাত্র:

First.kp গ্র",social,5,synthetic
একজন সহকর্মী থেকে একটি ফ্রেন্ড রিকোয়েস্ট পেয়েছি। ম্যানেজারের নাম: [একজন সহক,social,5,synthetic
"জাহিদুল ইসলাম গ্রুপ কথোপকথনে একটি বার্তা পাঠান ""নাইন স্টার ব্যাচেলর পয়েন্ট, অর্নি ভ্যালি""।",social,5,real
"সজগোজ ব্র্যান্ড হিসাবে

ছাড়ার: ২৫% ডিসকাউন্ট

অফারের পরম্পরাগত তুলনায় বোনাস:

- ২৫জিবি-২৭৫টাকা-৩০দিন
- নিতে এখনই ডায়াল *১২১*৫২৫৪*

ত",promotions,4,synthetic
কংগারশেলেশন ! ক্যাস আপনার জন্য একটি সারপ্রাইজ আছে,spam,1,real
"ব্লকচেইন, আইওটি... আপনাকে এগিয়ে নিয়ে যাওয়ার জন্য সেরা দক্ষতা!",updates,2,real
আহসান খান চৌধুরী একটি পোস্ট শেয়ার করেছেন:,social,5,real
জনাব আগামী ০৪-০৮-২০২২ এর সাজেক ইভেন্ট এর,updates,2,real
একজন সহকর্মী তোমাকে Facebookে একটি কমেন্ট পাঠিয়েছে।,social,5,synthetic
"আপনার নিজস্ব কর্মকর্তা ইমেলের সফটওয়্যার সক্রিয়করণ

org: NBR

action: ডাটা সংযুক্তির ফলো-আপ

---

নতুন নিজস্ব কর্মকর্তা ইমেলের জন্য:

আপনার অনুমতিপূর্ণ,

নিজস্ব কর্মকর্তা ইমেলের
সফটওয়্যার সক্রিয়করণটি করতে হবে।

সক্রিয়করণটি দ্রুতই চালান।
ডাটা",important,3,synthetic
"নতুন ইমেইল:

platform: LinkedIn · action: সাবস্ক্রাইব করার অনুরোধ · who: মনোজ

মনোজ তাঁর লিংকিন্ড প্রফেস",social,5,synthetic
"প্রফেসর সাহেব,

চলমান মার্কেটিং প্রোগ্রামে আপনার শক্তিশালী নতুন কালেকশনটি পরিচয় করতে হবে, এবং উনি একটি ফ্রি দোকানা খুঁজলেই গিয়েছিলেন।

আমরা Yellow Brandে",promotions,4,synthetic
"ভীম নাতি, বাজার সম্মানে আমাদের সাথে যোগ দিন।

আমরা আপনার ভবিষ্যতকে উদ্বুদ্ধ করার জন্য সবচেয়ে কম হোক।

নতুন Le Reve कालेक्शनে, আপনার ক্যাশব্যাক ৳৫০০।",promotions,4,synthetic
বিশেষ অফার: আপনার প্রথম অর্ডারে 20% ছাড়!,promotions,4,real
"মোঃ ইব্রাহিম, আপনি একটি নতুন দক্ষতা পেয়েছেন! আপনার অগ্রগতি কটাক্ষপাত",important,3,real
আমাদের আপডেট করা পরিষেবার শর্তাবলী সম্পর্কে আরও জানুন,updates,2,real
"চাকরি বাঁচা বাঁচা পার্টির জন্য আপনার সাহায্য খুবই আগ্রহী! লেবেল 'Le Reve'র কম্বো প্যাকটি, আপনি ৫০% ছাড় পেতে হলে, পরবর্তীক্ষণেই খেয়ালিতেই। আমরা অতি",promotions,4,synthetic
পিকাবু ডটকম একটি সিলভার ওয়াটার টেকনোলজী।,primary,0,real
"নতুন ইমেইল:

ভাষ্য: service: Dutch-Bangla Bank অর্থ হল আমরা একটি সার্ভিস আছি যেখানে Dutch-Bangla Bankের পাসওয়ার্ডটি পরিবর্তিত করা যায়।

অস্থিতিশীলতা: ০৩ মার্চ

স্বাধীনতার জন্য: ৭৫০ টাকা

পয়েন্ট:",updates,2,synthetic
১জিবি-৩দিন মাত্র ২৫টাকায় শুধুমাত্র আপনার জন্য! এমন দারুণ সব অফার পেতে আজই ডায়াল করুন *৮৮৮#,spam,1,real
"এই আর্টিকেলের সাথে এক জন পণ্য কল্যাণ বিভাগের সদস্য, এনলিএফ-১০২.৪.৩, মেসেজিং",social,5,synthetic
টাকা 150 ছাড় (একটি টাইপো নয়),updates,2,real
পাইথন সি এবং জাভার চেয়ে ধীর কেন?,social,5,real
কয়েকটি সহজ প্রশ্ন উত্তর দিয়ে জিতে নিন মোবাইল ফোন। লিংকে এখনই ক্লিক করুন।,spam,1,real
"ফারজানায় ভাই, শুভেচ্ছা! আজ খবর জানিয়েছি যে, বিশ্ববিদ্যালয়ের শিক্ষকদের একটি নতুন প্রক্রিয়ার প্রবর্তন।

সেই প্রক্রিয়াটি, ""ওয়ার্কফোল"" অবজেকট",primary,0,synthetic
"updates — স্বয়ংক্রিয় বিজ্ঞপ্তি — লেনদেন, রসিদ, কনফার্মেশন, অ্যাপ/সেবা আপডেট।

- নতুন লগইন শনাক্ত - ২০২১-এর ৯ই ডিসেম্বর

ভাড়ায় আপনার হাতে ২৫০ টাকা। লগইনের পর",updates,2,synthetic
"social · প্রসঙ্গ: platform: Messenger · action: নতুন ফলোয়ার · who: 'Barishal University Students' গ্রুপ

শেষের আগে আপনি মেসেজের",social,5,synthetic
"সারা দেশের কয়েকটি কল টিউন কিনতে হলে,
টিউনজারুন.কম এর লিঙ্কে ক্লিক করুন।
অ্যান্টি: ১৭৪৪০

আসোসিয়ান স্বপ্নসংগ্রাহক,
বড় ভাই রনি
সিলেটরা",primary,0,synthetic
UGV এবং iversity কতৃক যৌথভাবে পরিচালিত Global Certification Course – এ অংশগ্রহণ করে ৪র্থ শিল্প বিপ্লবের চ্যালেঞ্জ মোকাবেলার জন্য দক্ষতা অর্জন করে নিজেকে প্রস্তুত করুন। বিস্তারিত 01737659118 (WhatsApp),primary,0,real
app ব্যাবহার করে কেনাকাটায়  পাবেন ক্যাশব্যাক।,promotions,4,real
"শাওন প্রমুখ চট্টগ্রামের সহকর্মী। কাজের অগ্রগতি বজায় রাখতে হলে, আমাদের একটি নতুন প্রোগ্রামটি শুরু করা উচিত।

এটি হলো - ""ট্যামিনেশন-এন"" (Training-En).

এই প",primary,0,synthetic
হাসান দয়াযোগে সন্ধ্যা সকালের অনুষ্ঠানে আমার অনুষ্ঠান ক্রমিক নম্বর 18250958274712341292 এর জন্য আমি যোগাযোগ করছি। বিশেষতঃ ৪২শ শাহাদতীয় অন,primary,0,synthetic
মানব সম্পদ ইন্টার্ন'-এর জন্য 1টি নতুন চাকরি,updates,2,real
"‘মা ও শিশুর জীবন বাঁচাতে, স্বাস্থ্য কেন্দ্রে হবে যেতে’ প্রতিপাদ্যে আজ সারা দেশে পালিত হচ্ছে ‘নিরাপদ মাতৃত্ব দিবস ২০২২’-স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রণালয়।",primary,0,real
"মেয়র সোনালিরা,

স্বাগতিক দিনঃ শুভ রবিবার ১০ই অক্টোবর

আপনার সজগোজ Sajgoj ফ্ল্যাশ সেলের ডিজাইনগত সফলতা ক্ষমতা, অথচ ১০% ডিজেন্ট!

এইক্রয়ে, আপনার F",promotions,4,synthetic
"স্যার,

মনে করুন এখনই আমাকে ৫০ লক্ষ টাকা লোন পেতে হলে। আমার বিশেষ একটি ভিড়কৃত্ব ২৪/৭ থিএটা, কিভাবেই চাই?

এখনই, ৩ম সপ্তাহের শেষবচনান্তরে।

সহজ,",spam,1,synthetic
মিঠুন চক্রবর্তীকে দেখুন জীফাইভে 'কাশ্মীর ফাইলস' এ cutt.ly/WLiDrhX,spam,1,real
"ভিসা / পাসপোর্ট আপডেট
পাসপোর্ট অধিদপ্তর
নির্ধারিত তারিখে উপস্থিত হন

ভাইবী/বৃন্দাকে শুভ নববর্ষ জয়ের দিন।

এখনই বইছেনা? আমরা ১৪২৯তম নববর্ষে ১ই ফেbruary ২০২৩তম তারিখে ভিসা /পাসপোর্টকে আপডেট করব।

কখনই আমাদেরকে ১ইফেbruary ২০২৩তম-এ (পাঁচ",important,3,synthetic
"বীমা দাবি আপডেট | স্বাস্থ্য অধিদপ্তর

হারি চক্রবর্তীকৃত,

অবিলম্বে যোগাযোগ করুন। আমরা আপনার বীমা সম্পর্কে আলাপ চলাচলের জন্য এখনই উপস্থিত।

জয়শচেন্দ্রকোণা, ৩-এ

action: Received",important,3,synthetic
ফারহানা লুবনা তোমাকে মেসেজ পাঠিয়েছে।,social,5,real
"আদালতের নোটিশ:

---

ভোটংক্ষণে,

নতুন নোটিশ আমাদের প্রশিক্ষণ সম্পর্কে। এখনো আমরা প্রশিক্ষণকের প্রয়োজনীয়তা সম্পর্কে সরকারি নোটিশ অনুযায়ী 10/02/2023 তারিখে সংগঠিত করছি।

এখনো, আমরা 10টিরও বেশি বিভিন্ন ধরনের প্রশিক্ষণ, Zonal/Centralহাতির, PDFহাত",important,3,synthetic
"টাইপ করেছি একটি স্বাভাবিক সমস্যার উত্তরণের জন্য একটি নতুন বাংলা ইমেইল:

---

প্রিয় পরিদর্শক,

আশা করছি, আপনারই সুখী আছেন।

আমাদের বিশ্ববিদ্যালয়ের বীমা-অনুসন্ধানের অংশগ্রহণের জন্য, 2023-এর ৩ই অগস্ট তারিখের ৩০ই হিজ্রি (১৫ই আগস্ট ২০২৩",important,3,synthetic
আপনার ইমেইল ঠিকানাটি যাচাই করুন,important,3,real
"কোভিড-১৯ টিকার নথি প্রদান আছে

নবমবর্ষ, এটি বিশেষজ্ঞদের জন্য।

আপনার কোভিড-১৯ টিকার নথি আমাদের ওয়েবসাইট থেকে।

1. অপশন 1: [ইমেইল: cta@nbr.org]
2. অপশন 2: [ইমেইল: tickers@nbr.org]

এটি ১০টি মাসের ভিত্তিতে। (নয়াড়ামন্ডি: ৫ইং জুলাই)

এরপর, ২৪-হস্তক",important,3,synthetic
বরিশাল মার্টে ডিসকাউন্ট চলছে,primary,0,real
"service: Pathao · event: রিচার্জ সফল · amount: ৳ ৮৯৯ · date: ১৫ আগস্ট

চেষ্টা করছি বাংলায় একটি স্বয়ংক্রিয় বিজ্ঞপ্তি লেখা, এর মধ্যে তথ্যগুলোকে স্বাভাবিকভাবে সম্পন্ন করেছি।",updates,2,synthetic
"অভিনন্দন,

আপনি এই বছর আমাদের কোম্পানির লটারি প্রতিষ্ঠান থেকে সবচেয়ে বড় অফারের যোগ্যতা অর্জনের কাছাকাছি থেকেছেন।

আপনার ৫০,০০০ টাকা লিংক:

http://www.promotional",spam,1,synthetic
"স্বাগত মহলে আপনাকে, আমাদের সাথে যোগাযোগ করার জন্য আমি অনুমতি দিয়েছিলাম।

স্বভাবত, আমরা আপনার সুযোগক্রমের ১০% বিশাল ক্যাশব্যাক (cashback) জমা করি। ১",spam,1,synthetic
"আপনার বন্ধু রনি এখনই ফেসবুক প্রোটোকলে আপনাকে জানাচ্ছে যে, তিনি আপনার অবদান এ",social,5,synthetic
নিরাপত্তা সতর্কীকরণ,important,3,real
আমাদের দারাজ অ্যাপ থেকে বাজার করলে আপনি পাচ্ছেন ৭০% ছাড় ।,spam,1,real
দারাজকে আপনার পছন্দের প্ল্যাটফর্ম হিসেবে বেছে নেওয়ার জন্য ধন্যবাদ!,promotions,4,real
বাংলাদেশে 29টি নতুন চাকরি,updates,2,real
শিক্ষাগত কোডফোর্স রাউন্ড 123 (বিভাগ 2 এর জন্য রেট করা হয়েছে),primary,0,real
"নতুন নোটিভি সংরক্ষণের জন্য হ্যাক্টির সহযোগিতা প্রতিবেদন

Bangladesh Bank,
NID · ২০২১

সেনাবাজা পাশের একটি নথি সংশোধন।
আপনার কলমের প্রবর্তিত কাজটি সঙ্গে যোগাযোগের জন্য,
আমরা আপনার সাথে মিলেই চলব।

এখনমধ্যে,
আপনারই ""NID"" । (ই-কলমের)
এবং,
একটি হ্যাক",important,3,synthetic
"অভিনন্দন,প্রতিযোগিতায় প্রথম হয়ে আপনি ল্যাপটপ উপহার পেয়েছেন।",updates,2,real
হাজার টাকা ফ্রিতে পেতে ৫০ টাকা বিকাশ করুন।,spam,1,real
এইচ এম মাইনুদ্দিন আহমেদ একটি পোস্ট শেয়ার করেছেন:...,social,5,real
মোঃ ফেরদৌস আপনাকে একটা মেসেজ পাঠিয়েছে।,social,5,real
দারাজ অ্যাপ থেকে পানির ফিল্টার কিনলে ৫০% ছাড় ।,promotions,4,real
"ঈদ মুহাম্মদ সাৱজগোছা চাবিকাঠি করে দিলে আয় ৩০% পর্যন্ত ছাড়। আজই রাত ১২টা পর্যন্ত অফারটি শেষবার। বলেছি, ""আমি যথেষ্ট!""",promotions,4,synthetic
"স্মিথ কোম্পানির জন্য আপনার ছবি আর্টিশোটা দেখতে প্রশিক্ষণ দিতে চাই। আমি আজকেই এইসবকে স্মিথকে বলছি। ৩০টা মাসের ১০% মুভি, ২০টা ডাল, ১০টা জলবায",spam,1,synthetic
"নতুন ফলোয়ার করেছি: আমি কিউট একটি যুবক দেখেছি, যিনি ""OptimHire"" রেজাল্টের সাথে ""ইউজ",social,5,synthetic
"service: Foodpanda · event: একটি লেনদেন সম্পন্ন · amount: ১,২৫০ টাকা · date: ৯ ডিসেম্বর

ভাবছেন কি আমি?",updates,2,synthetic
"নথি সংযুক্ত করুন: আপনার সরকারি দপ্তরের নথির জন্য।

জরুরি: NID / সরকারি বিজ্ঞপ্তি · org: BTCL · action: নথি সংযুক্ত

এই জন্য আপনার মোটেমোটে আশা। BTCL-এর নথিগুলি আপনাকে পেতেই হবে, এবং DCR/DRP-এরও (সরকারি/স্বাস্থ্যবিষয়ক) পাঠানোরও দয়াচিকিৎসা।",important,3,synthetic
"নতুন! AI, data sc, IoT, blockchain, DevOps-এ সর্বশেষ আগমন…",updates,2,real
"সাকিব ভাই,

ঘনিষ্ঠ বন্ধু আমি, তোমার লেখা পড়েছি আর সবচেয়েই গুছিয়েছি।

কোডিং প্রতিযোগিতায় বর্তমানে জড়িয়ে পড়ছি, আমি এটা শুরুর দিনেই হত",primary,0,synthetic
"'Barishal University Students' গ্রুপে নতুন পোস্ট। আপনি দেখতে পারেন: ""🌟১০ই নভেম্বর - সংগ্রামমূলক আর",social,5,synthetic
কেন নেটফ্লিক্সে সবকিছু এমন দেখাচ্ছে?,updates,2,real
"অভিনন্দন,আপনি পেয়েছেন ৫০০০ টাকা",spam,1,real
বাংলালিংক নিয়ে এলো দেশের প্রথম 5G নেটওয়ার্ক।,promotions,4,real
রবি থেকে নিন স্মার্ট মোবাইল Vivo Y33S. সহজ কিছু প্রশ্নের উত্তর দিয়ে জিতে নিন এই সুযোগ। প্রশ্ন পেতে ডায়াল *28477*99#,spam,1,real
"অফিসিয়াল নোটিশ - মানচিত্র নথি সংরক্ষণের ব্যবস্থা

org: স্বাস্থ্য অধিদপ্তর · action: এটি শীঘ্রই আনুন

---

মানচিত্র নথিগুলির পরিষেবার জন্য, আপনার অ্যাকাউন্টটি 31-তম ছিল। 45678901234567890 সেটটি আপনার Single Use Kode।

অফিসের কোনো পরিবর্তনের জন্য, 3-তম-ভাগ ""ম",important,3,synthetic
"অনুরোধঃ আপনার মত একটি নতুন মার্কেটিং ইমেইল লিখতে চাই। আমি আপনার কর্মসূচির 10-20% ব্যাপারের জন্য, Bata ব্র্যান্ডের জুতা কালেকশনটির ৫০% ছাড়কেইভিয",promotions,4,synthetic
"রিয়া সাহেব,

মনে রাখবার জন্য আমি আপনাকে নতুন মাসের লগোয়ার্ড বিজ্ঞপ্তি দিয়েছি, যাতে আমরা কলম্প্রিটের সাথে সংস্কৃতির বিভিন্নভাবে বাথককরা হতেই প",primary,0,synthetic
আজই শেষ দিন!৭.৫জিবি(৬.৭জিবি+০.৮জিবি বোনাস)৮০টাকা (৭দিন)ডায়াল *১২১*৫৪৬৪#,updates,2,real
ESET ইন্টারনেট নিরাপত্তা কেনার জন্য আপনাকে ধন্যবাদ,spam,1,real
১৫জিবি(১২জিবি+৩জিবি ফ্রি)-৭দিন মাত্র ১৩৯টাকায় পেতে রিচার্জ /ডায়াল *১২১*১৩৯# সীমিত অফার!,spam,1,real
"আদালতের নোটিশ সম্পর্কে · org: আমার অফিস · action: অবিলম্বে যোগাযোগ করুন

আমি আদালতের নোটিশটি পেয়েছি, এটি 26ই सितम্বর 2023-এ 14:00 পর্যন্ত গবন্মেন্টকে ভুলাবার জন্য।

আপনার অফিসের জন্য, ২৭ই सितम্বর ২০২৩-এ 10:00 AM-এর মধ্যে অবিলম্বে এইসব জিজ্ঞ",important,3,synthetic
ট:১০০ ৬জিবি+৫০মিনিট ৩০দিন (*212*908#); ট:৩০ ৩জিবি ৩০দিন (*212*909#),spam,1,real
"topic: যাচাইকরণ কোড · org: বাংলাদেশ ব্যাংক · action: কোডটি গোপনের জন্য অনুরোধ

শুধুমাত্র যাচাইকরণ কোডটি দিয়েছি, এটি বাংলা ব্র্যান্ডের ""বিভব"" (VIBBY)কে স্বাভাবিকভাবে মিশিয়ে দিল্লি।",important,3,synthetic
"সাকিবকে শুধুমাত্র,

কুমিল্লা হতে এমন বই ধরা চাই – নোট্বীল পাঠযানের চর্চা। ২০১৫ সালের শেষে প্রকাশিত।

বইটি তারও মতেনজংল, জনবহুল, অকল্যান্ড, ইয়",primary,0,synthetic
"service: বিদ্যুৎ বিল (DPDC) · event: বিল পরিশোধ · amount: ৳ ১,২৫০ · date: ১২ জুন

আজ আমি DPDC থেকে একটি বিল পেয়েছি। বিলটির Amount 1,250 টাকা। আমি এই বিলটির 10 দিনের মধ্যে DPDC কার্যক্ষেত্রে 1,250 ট",updates,2,synthetic
"**খুশি হলো আপনি আমাদের প্রোডাক্টের দিকে চেয়ার বসলেন।**

আমি খুবই খুশি হচ্ছি, **চ্যালডাল**রা **কম্বো প্যাক**কে ২৫% ডিসকাউন্ট পেতে সফলভাবে **মৌসুমের মধ",promotions,4,synthetic
"অফিসের ম্যানেজার, রনি বাজারে পড়ার খবর আপনাকে দিচ্ছি। রাজশাহীতে আমি একটি নতুন বইটি কিনেছি, যা তোমার গবেষণা-কর্মের অগ্রগতিটি জানার জন্য বৈশ্বিকভাব",primary,0,synthetic
"scheme: OTP শেয়ার করতে বলা
lure: নতুন দিল্লি অ্যাটলাস গাড়ি
urgency: শেষ সুযোগ!

শেয়ার করতে বলা

আপনার OTP শেয়ারের জন্য, আমি আপনার নতুন দিল্লি-এর 36টি-ইউজারসিংস",spam,1,synthetic
শ্যাম্পু দিয়ে ৫মিনিটে পাকা চুল কালো করুন call01712591402,primary,0,real
"বাজার এর লিস্ট -
১. চাল
২. ডাল 
৩. লবন
৪. মরিচ
৫. আলু
৬. পেয়াজ",primary,0,real
$10 সাইন আপ বোনাস - আমাদের চেষ্টা করুন,updates,2,real
"শাওনের জন্য দেরি হচ্ছে, আপনার প্রতিক্ষা করছি। আমার বাজারের একটি নতুন অনুযায়ীয় পণ্য আসবে। আমারা তা নিজেদেরকেই টিরিটিরা দিব।।",primary,0,synthetic
"ঠিক ঠিক, আপনার উদাহরণ ধন্যবাদ। নতুন একটি ইমেইল লেখা যুক্তির জন্য:

ভাই/বहিনা,

জন্যে আমাদের Yellow ব্র্যান্ডের ""জুতার কালেকশন""

তবে, ২৫% থেকে ৩০% ছাড়।",promotions,4,synthetic
"service: BRAC Bank · event: অর্ডার শিপড · amount: ২৫০ টাকা · date: ২৮ জানুয়ারি

স্বাগতম, মোঃ ইব্রাহিম খলিল!

আজ আমার একটি অর্ডার শিপড হয়েছে। আপনি ""পূর্ব ভূমধ্যসাগরীয় অঞ্চলে ডায়রিয়ার",updates,2,synthetic
"স্মিথ স্কেম স্ট্রাইট এনজিনিয়ারিং সেন্টারের পক্ষ থেকে।
ট্যাগ: শিল্পী করোনা চাকরি
পলায়নীয়: সকল নেতিবাচক হস্তান্তর, ১৩ বছরের জন্য ৫০ লক্ষ ট",spam,1,synthetic
মোবাইল অ্যাপ নিয়ে আপনার মতামত দিন সার্ভেটেল-এ https://surveytel.net/survey_preview/79762eb66dd53e7f,spam,1,real
আপনার ত্রৈমাসিক নিরাপত্তা পরামর্শ,spam,1,real
"ধন্যবাদ ধামাকা অফার! হ্যালো সবাই!

আসলে ভালোবাসি আপনারা, তাই আমি আপনাদেরকে পুষ্টি করতে একটি ধন্যবাদ।

যেমন, আপনি ৩০,০০০ টাকা ১টা ।এভিয়েন্সন F2",promotions,4,synthetic
"রনির সাথে যোগাযোগ করছি।

এই কাজের আগ্রাসন ব্যাপক অগ্রগতির হল।

পাশ্চরিকভাবে আমাদের কাজের পরিস্থিতিটি জানতে পারলেও, আমি আপনার সবচেয়ে ভয়ংকরও উপকৃত",primary,0,synthetic
"প্রিয় গ্রাহক, আপনি Binge Freeবিজ্ঞাপন, সফলভাবে সাবস্ক্রাইব করেছেন, মেয়াদ 90 . দিন। উপভোগ করুন এক্সক্লুসিভ কনটেন্ট এবং লাইভ টিভি।",spam,1,real
"Pathao] ৳১০০ পর্যন্ত ডিসকাউন্ট পাঠাও বাইক-এ।
প্রোমো: JATRA100R
অ্যাপ্লাই: https://cutt.ly/LSvG6gv
*শর্ত প্রযোজ্য",promotions,4,real
"চলমান খ্যাতির চালু হওয়ার জন্য, আমরা শুধুমাত্র *৫০০# ডায়াল করে নতুন কালেকশনটি চালু করে। এই নতুন পণ্যগুলি *৫০%*। *প্রাকটিস*ের, *সকল*টি **ব্যবহ",promotions,4,synthetic
"রাফনান হৃতিক গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""বরিশাল বরগুনা জেলা ছাত্র কল্যাণ বিষয়ক""।",social,5,real
"Dutch-Bangla Bank অ্যাকাউন্ট 020XXXXXX6851 এর ব্যালেন্স আজ ২৮ জানুয়ারি ২০২৩ ক্রমিক:
৳ ২৫০",updates,2,synthetic
"সাকিবকে শুভেচ্ছা,
শুধুমাত্র এই ইমেইলটি মন্ত্রণালয়ের অফিসের ম্যানেজার সাকিবকে।

অফিসের ম্যানেজার,
সুন্দরম।",primary,0,synthetic
"scheme: আপনার ভোরোভোর কিছু শেয়ার করতে বলা

lure: নতুন পণ্য, পরিবারের মতামত, ভালোবাসা

urgency: এখনই

শুধুমাত্র আপনার কিছু ভোরোভোর, মন্তব্য, বিবেচনা (এইচ",spam,1,synthetic
